step 0, batch loss 1.868, 0.01 iters/s
step 27335, batch loss 1.391, 1.74 iters/s
step 27336, batch loss 1.834, 1.74 iters/s
step 27337, batch loss 1.328, 1.74 iters/s
step 27338, batch loss 0.669, 1.74 iters/s
step 27339, batch loss 1.736, 1.74 iters/s
step 27340, batch loss 0.866, 1.74 iters/s
step 27341, batch loss 1.722, 1.74 iters/s
step 27342, batch loss 1.045, 1.74 iters/s
step 27343, batch loss 1.42, 1.74 iters/s
step 27344, batch loss 1.314, 1.74 iters/s
step 27345, batch loss 1.546, 1.74 iters/s
step 27346, batch loss 1.067, 1.74 iters/s
step 27347, batch loss 1.498, 1.74 iters/s
step 27348, batch loss 1.294, 1.74 iters/s
step 27349, batch loss 1.189, 1.74 iters/s
step 27350, batch loss 1.417, 1.74 iters/s
step 27351, batch loss 1.075, 1.74 iters/s
step 27352, batch loss 0.911, 1.74 iters/s
step 27353, batch loss 1.333, 1.74 iters/s
step 27354, batch loss 1.858, 1.74 iters/s
step 27355, batch loss 1.529, 1.74 iters/s
step 27356, batch loss 1.292, 1.75 iters/s
step 27357, batch loss 1.546, 1.74 iters/s
step 27358, batch loss 0.563, 1.74 iters/s
step 27359, batch loss 1.586, 1.74 iters/s
step 27360, batch loss 1.32, 1.74 iters/s
step 27361, batch loss 1.914, 1.74 iters/s
step 27362, batch loss 1.909, 1.74 iters/s
step 27363, batch loss 1.003, 1.74 iters/s
step 27364, batch loss 1.175, 1.74 iters/s
step 27365, batch loss 1.614, 1.74 iters/s
step 27366, batch loss 0.837, 1.74 iters/s
step 27367, batch loss 0.533, 1.74 iters/s
step 27368, batch loss 1.215, 1.74 iters/s
step 27369, batch loss 1.189, 1.74 iters/s
step 27370, batch loss 1.101, 1.74 iters/s
step 27371, batch loss 1.438, 1.74 iters/s
step 27372, batch loss 1.434, 1.74 iters/s
step 27373, batch loss 0.337, 1.74 iters/s
step 27374, batch loss 0.958, 1.74 iters/s
step 27375, batch loss 1.632, 1.74 iters/s
step 27376, batch loss 1.781, 1.74 iters/s
step 27377, batch loss 1.517, 1.74 iters/s
step 27378, batch loss 1.218, 1.75 iters/s
step 27379, batch loss 1.636, 1.74 iters/s
step 27380, batch loss 1.616, 1.74 iters/s
step 27381, batch loss 0.883, 1.74 iters/s
step 27382, batch loss 1.243, 1.74 iters/s
step 27383, batch loss 1.464, 1.74 iters/s
step 27384, batch loss 1.212, 1.74 iters/s
step 27385, batch loss 1.487, 1.74 iters/s
step 27386, batch loss 1.312, 1.75 iters/s
step 27387, batch loss 1.515, 1.75 iters/s
step 27388, batch loss 1.61, 1.74 iters/s
step 27389, batch loss 1.869, 1.74 iters/s
step 27390, batch loss 1.786, 1.74 iters/s
step 27391, batch loss 1.106, 1.74 iters/s
step 27392, batch loss 1.309, 1.74 iters/s
step 27393, batch loss 1.279, 1.74 iters/s
step 27394, batch loss 1.342, 1.74 iters/s
step 27395, batch loss 1.375, 1.74 iters/s
step 27396, batch loss 1.38, 1.74 iters/s
step 27397, batch loss 0.711, 1.74 iters/s
step 27398, batch loss 1.879, 1.74 iters/s
step 27399, batch loss 1.87, 1.74 iters/s
step 27400, batch loss 1.356, 1.74 iters/s
step 27401, batch loss 2.472, 1.74 iters/s
step 27402, batch loss 1.081, 1.74 iters/s
step 27403, batch loss 1.0, 1.74 iters/s
step 27404, batch loss 0.696, 1.74 iters/s
step 27405, batch loss 0.939, 1.74 iters/s
step 27406, batch loss 1.584, 1.74 iters/s
step 27407, batch loss 1.103, 1.74 iters/s
step 27408, batch loss 1.771, 1.74 iters/s
step 27409, batch loss 2.008, 1.74 iters/s
step 27410, batch loss 1.28, 1.74 iters/s
step 27411, batch loss 1.681, 1.74 iters/s
step 27412, batch loss 0.847, 1.74 iters/s
step 27413, batch loss 1.429, 1.74 iters/s
step 27414, batch loss 0.846, 1.75 iters/s
step 27415, batch loss 1.217, 1.74 iters/s
step 27416, batch loss 1.041, 1.74 iters/s
step 27417, batch loss 1.203, 1.74 iters/s
step 27418, batch loss 1.396, 1.74 iters/s
step 27419, batch loss 1.638, 1.74 iters/s
step 27420, batch loss 1.214, 1.74 iters/s
step 27421, batch loss 1.048, 1.74 iters/s
step 27422, batch loss 1.351, 1.74 iters/s
step 27423, batch loss 2.037, 1.74 iters/s
step 27424, batch loss 1.813, 1.74 iters/s
step 27425, batch loss 1.121, 1.75 iters/s
step 27426, batch loss 1.563, 1.74 iters/s
step 27427, batch loss 1.511, 1.74 iters/s
step 27428, batch loss 1.797, 1.74 iters/s
step 27429, batch loss 1.689, 1.74 iters/s
step 27430, batch loss 1.71, 1.75 iters/s
step 27431, batch loss 1.125, 1.74 iters/s
step 27432, batch loss 1.154, 1.74 iters/s
step 27433, batch loss 1.536, 1.74 iters/s
step 27434, batch loss 1.298, 1.74 iters/s
step 27435, batch loss 1.523, 1.74 iters/s
step 27436, batch loss 2.022, 1.74 iters/s
step 27437, batch loss 1.297, 1.74 iters/s
step 27438, batch loss 1.673, 1.74 iters/s
step 27439, batch loss 0.702, 1.74 iters/s
step 27440, batch loss 2.513, 1.74 iters/s
step 27441, batch loss 1.196, 1.74 iters/s
step 27442, batch loss 1.274, 1.74 iters/s
step 27443, batch loss 0.809, 1.74 iters/s
step 27444, batch loss 1.76, 1.74 iters/s
step 27445, batch loss 1.05, 1.74 iters/s
step 27446, batch loss 0.846, 1.74 iters/s
step 27447, batch loss 1.168, 1.74 iters/s
step 27448, batch loss 1.614, 1.74 iters/s
step 27449, batch loss 1.069, 1.74 iters/s
step 27450, batch loss 1.205, 1.74 iters/s
step 27451, batch loss 1.682, 1.74 iters/s
step 27452, batch loss 1.103, 1.74 iters/s
step 27453, batch loss 1.627, 1.74 iters/s
step 27454, batch loss 1.319, 1.74 iters/s
step 27455, batch loss 1.439, 1.74 iters/s
step 27456, batch loss 1.845, 1.73 iters/s
step 27457, batch loss 0.606, 1.74 iters/s
step 27458, batch loss 0.701, 1.74 iters/s
step 27459, batch loss 1.024, 1.74 iters/s
step 27460, batch loss 1.113, 1.74 iters/s
step 27461, batch loss 1.037, 1.75 iters/s
step 27462, batch loss 1.557, 1.74 iters/s
step 27463, batch loss 1.928, 1.74 iters/s
step 27464, batch loss 0.525, 1.74 iters/s
step 27465, batch loss 1.215, 1.74 iters/s
step 27466, batch loss 2.127, 1.74 iters/s
step 27467, batch loss 1.05, 1.74 iters/s
step 27468, batch loss 1.25, 1.74 iters/s
step 27469, batch loss 0.828, 1.74 iters/s
step 27470, batch loss 1.972, 1.74 iters/s
step 27471, batch loss 1.97, 1.74 iters/s
step 27472, batch loss 2.167, 1.74 iters/s
step 27473, batch loss 1.824, 1.74 iters/s
step 27474, batch loss 1.162, 1.74 iters/s
step 27475, batch loss 1.758, 1.74 iters/s
step 27476, batch loss 1.503, 1.74 iters/s
step 27477, batch loss 1.34, 1.74 iters/s
step 27478, batch loss 1.859, 1.74 iters/s
step 27479, batch loss 0.865, 1.74 iters/s
step 27480, batch loss 1.132, 1.74 iters/s
step 27481, batch loss 1.513, 1.74 iters/s
step 27482, batch loss 1.802, 1.74 iters/s
step 27483, batch loss 1.042, 1.74 iters/s
step 27484, batch loss 1.559, 1.74 iters/s
step 27485, batch loss 1.514, 1.74 iters/s
step 27486, batch loss 1.444, 1.74 iters/s
step 27487, batch loss 2.007, 1.74 iters/s
step 27488, batch loss 1.4, 1.74 iters/s
step 27489, batch loss 1.306, 1.74 iters/s
step 27490, batch loss 1.27, 1.74 iters/s
step 27491, batch loss 1.721, 1.74 iters/s
step 27492, batch loss 0.901, 1.74 iters/s
step 27493, batch loss 1.906, 1.74 iters/s
step 27494, batch loss 1.91, 1.74 iters/s
step 27495, batch loss 1.432, 1.74 iters/s
step 27496, batch loss 0.891, 1.74 iters/s
step 27497, batch loss 1.884, 1.74 iters/s
step 27498, batch loss 1.001, 1.74 iters/s
step 27499, batch loss 1.29, 1.74 iters/s
step 27500, batch loss 2.006, 1.74 iters/s
step 27501, batch loss 1.536, 1.74 iters/s
step 27502, batch loss 1.548, 1.74 iters/s
step 27503, batch loss 1.66, 1.74 iters/s
step 27504, batch loss 1.536, 1.74 iters/s
step 27505, batch loss 1.596, 1.74 iters/s
step 27506, batch loss 1.428, 1.74 iters/s
step 27507, batch loss 0.965, 1.75 iters/s
step 27508, batch loss 1.931, 1.74 iters/s
step 27509, batch loss 1.665, 1.74 iters/s
step 27510, batch loss 0.58, 1.74 iters/s
step 27511, batch loss 1.498, 1.74 iters/s
step 27512, batch loss 1.012, 1.74 iters/s
step 27513, batch loss 0.791, 1.74 iters/s
step 27514, batch loss 1.61, 1.74 iters/s
step 27515, batch loss 1.21, 1.74 iters/s
step 27516, batch loss 1.27, 1.74 iters/s
step 27517, batch loss 0.589, 1.74 iters/s
step 27518, batch loss 1.12, 1.75 iters/s
step 27519, batch loss 1.307, 1.74 iters/s
step 27520, batch loss 1.727, 1.74 iters/s
step 27521, batch loss 1.794, 1.74 iters/s
step 27522, batch loss 0.747, 1.74 iters/s
step 27523, batch loss 0.985, 1.74 iters/s
step 27524, batch loss 1.374, 1.74 iters/s
step 27525, batch loss 1.384, 1.74 iters/s
step 27526, batch loss 2.066, 1.74 iters/s
step 27527, batch loss 1.309, 1.74 iters/s
step 27528, batch loss 1.936, 1.75 iters/s
step 27529, batch loss 0.769, 1.74 iters/s
step 27530, batch loss 1.839, 1.74 iters/s
step 27531, batch loss 0.826, 1.74 iters/s
step 27532, batch loss 1.438, 1.74 iters/s
step 27533, batch loss 0.554, 1.74 iters/s
step 27534, batch loss 1.464, 1.74 iters/s
step 27535, batch loss 1.083, 1.74 iters/s
step 27536, batch loss 0.932, 1.74 iters/s
step 27537, batch loss 0.8, 1.74 iters/s
step 27538, batch loss 1.362, 1.74 iters/s
step 27539, batch loss 2.093, 1.74 iters/s
step 27540, batch loss 1.153, 1.74 iters/s
step 27541, batch loss 1.642, 1.74 iters/s
step 27542, batch loss 1.187, 1.74 iters/s
step 27543, batch loss 1.511, 1.74 iters/s
step 27544, batch loss 0.919, 1.74 iters/s
step 27545, batch loss 1.95, 1.74 iters/s
step 27546, batch loss 1.703, 1.74 iters/s
step 27547, batch loss 1.262, 1.74 iters/s
step 27548, batch loss 1.706, 1.74 iters/s
step 27549, batch loss 0.927, 1.74 iters/s
step 27550, batch loss 1.968, 1.74 iters/s
step 27551, batch loss 1.097, 1.74 iters/s
step 27552, batch loss 1.723, 1.74 iters/s
step 27553, batch loss 1.721, 1.74 iters/s
step 27554, batch loss 1.435, 1.74 iters/s
step 27555, batch loss 2.065, 1.74 iters/s
step 27556, batch loss 1.963, 1.74 iters/s
step 27557, batch loss 0.95, 1.74 iters/s
step 27558, batch loss 1.983, 1.74 iters/s
step 27559, batch loss 1.183, 1.74 iters/s
step 27560, batch loss 1.305, 1.74 iters/s
step 27561, batch loss 1.741, 1.74 iters/s
step 27562, batch loss 1.42, 1.74 iters/s
step 27563, batch loss 1.069, 1.74 iters/s
step 27564, batch loss 0.437, 1.74 iters/s
step 27565, batch loss 1.082, 1.74 iters/s
step 27566, batch loss 1.963, 1.73 iters/s
step 27567, batch loss 1.342, 1.74 iters/s
step 27568, batch loss 1.677, 1.74 iters/s
step 27569, batch loss 0.817, 1.75 iters/s
step 27570, batch loss 1.679, 1.74 iters/s
step 27571, batch loss 1.858, 1.74 iters/s
step 27572, batch loss 1.384, 1.74 iters/s
step 27573, batch loss 1.499, 1.74 iters/s
step 27574, batch loss 0.739, 1.74 iters/s
step 27575, batch loss 1.063, 1.74 iters/s
step 27576, batch loss 0.798, 1.74 iters/s
step 27577, batch loss 0.611, 1.74 iters/s
step 27578, batch loss 1.469, 1.74 iters/s
step 27579, batch loss 1.558, 1.74 iters/s
step 27580, batch loss 1.574, 1.74 iters/s
step 27581, batch loss 2.109, 1.74 iters/s
step 27582, batch loss 1.999, 1.74 iters/s
step 27583, batch loss 1.601, 1.74 iters/s
step 27584, batch loss 1.876, 1.74 iters/s
step 27585, batch loss 1.442, 1.74 iters/s
step 27586, batch loss 1.306, 1.74 iters/s
step 27587, batch loss 1.258, 1.74 iters/s
step 27588, batch loss 1.969, 1.74 iters/s
step 27589, batch loss 1.261, 1.74 iters/s
step 27590, batch loss 1.83, 1.74 iters/s
step 27591, batch loss 1.361, 1.74 iters/s
step 27592, batch loss 1.446, 1.74 iters/s
step 27593, batch loss 1.583, 1.74 iters/s
step 27594, batch loss 2.171, 1.74 iters/s
step 27595, batch loss 1.189, 1.74 iters/s
step 27596, batch loss 0.759, 1.74 iters/s
step 27597, batch loss 2.246, 1.75 iters/s
step 27598, batch loss 1.064, 1.74 iters/s
step 27599, batch loss 1.196, 1.74 iters/s
step 27600, batch loss 0.808, 1.74 iters/s
step 27601, batch loss 2.034, 1.74 iters/s
step 27602, batch loss 1.555, 1.74 iters/s
step 27603, batch loss 0.98, 1.74 iters/s
step 27604, batch loss 1.166, 1.74 iters/s
step 27605, batch loss 0.936, 1.74 iters/s
step 27606, batch loss 0.989, 1.74 iters/s
step 27607, batch loss 1.527, 1.74 iters/s
step 27608, batch loss 1.252, 1.74 iters/s
step 27609, batch loss 1.517, 1.74 iters/s
step 27610, batch loss 1.075, 1.74 iters/s
step 27611, batch loss 1.624, 1.74 iters/s
step 27612, batch loss 1.199, 1.74 iters/s
step 27613, batch loss 1.528, 1.74 iters/s
step 27614, batch loss 2.175, 1.74 iters/s
step 27615, batch loss 1.664, 1.74 iters/s
step 27616, batch loss 1.198, 1.74 iters/s
step 27617, batch loss 1.727, 1.74 iters/s
step 27618, batch loss 1.218, 1.74 iters/s
step 27619, batch loss 1.609, 1.74 iters/s
step 27620, batch loss 1.548, 1.74 iters/s
step 27621, batch loss 1.225, 1.74 iters/s
step 27622, batch loss 2.016, 1.74 iters/s
step 27623, batch loss 1.086, 1.74 iters/s
step 27624, batch loss 0.34, 1.74 iters/s
step 27625, batch loss 0.889, 1.74 iters/s
step 27626, batch loss 2.349, 1.74 iters/s
step 27627, batch loss 0.671, 1.74 iters/s
step 27628, batch loss 2.036, 1.74 iters/s
step 27629, batch loss 1.629, 1.75 iters/s
step 27630, batch loss 1.771, 1.75 iters/s
step 27631, batch loss 1.336, 1.74 iters/s
step 27632, batch loss 1.119, 1.74 iters/s
step 27633, batch loss 1.289, 1.74 iters/s
step 27634, batch loss 0.759, 1.75 iters/s
step 27635, batch loss 1.488, 1.74 iters/s
step 27636, batch loss 0.994, 1.74 iters/s
step 27637, batch loss 1.18, 1.74 iters/s
step 27638, batch loss 1.106, 1.74 iters/s
step 27639, batch loss 1.787, 1.74 iters/s
step 27640, batch loss 1.932, 1.74 iters/s
step 27641, batch loss 2.234, 1.74 iters/s
step 27642, batch loss 1.355, 1.74 iters/s
step 27643, batch loss 0.837, 1.74 iters/s
step 27644, batch loss 1.291, 1.74 iters/s
step 27645, batch loss 0.872, 1.74 iters/s
step 27646, batch loss 1.233, 1.74 iters/s
step 27647, batch loss 0.632, 1.74 iters/s
step 27648, batch loss 1.183, 1.74 iters/s
step 27649, batch loss 0.328, 1.74 iters/s
step 27650, batch loss 1.657, 1.75 iters/s
step 27651, batch loss 1.319, 1.74 iters/s
step 27652, batch loss 0.383, 1.74 iters/s
step 27653, batch loss 1.429, 1.74 iters/s
step 27654, batch loss 0.796, 1.74 iters/s
step 27655, batch loss 1.183, 1.74 iters/s
step 27656, batch loss 1.66, 1.74 iters/s
step 27657, batch loss 1.328, 1.74 iters/s
step 27658, batch loss 1.005, 1.74 iters/s
step 27659, batch loss 1.464, 1.74 iters/s
step 27660, batch loss 1.092, 1.74 iters/s
step 27661, batch loss 0.824, 1.74 iters/s
step 27662, batch loss 0.453, 1.74 iters/s
step 27663, batch loss 0.783, 1.74 iters/s
step 27664, batch loss 1.98, 1.74 iters/s
step 27665, batch loss 1.121, 1.74 iters/s
step 27666, batch loss 1.486, 1.74 iters/s
step 27667, batch loss 1.36, 1.74 iters/s
step 27668, batch loss 1.171, 1.74 iters/s
step 27669, batch loss 2.377, 1.74 iters/s
step 27670, batch loss 0.95, 1.74 iters/s
step 27671, batch loss 1.554, 1.74 iters/s
step 27672, batch loss 1.183, 1.74 iters/s
step 27673, batch loss 1.456, 1.73 iters/s
step 27674, batch loss 1.712, 1.74 iters/s
step 27675, batch loss 1.21, 1.74 iters/s
step 27676, batch loss 1.736, 1.74 iters/s
step 27677, batch loss 2.367, 1.74 iters/s
step 27678, batch loss 0.381, 1.74 iters/s
step 27679, batch loss 1.282, 1.74 iters/s
step 27680, batch loss 1.052, 1.74 iters/s
step 27681, batch loss 1.232, 1.74 iters/s
step 27682, batch loss 1.475, 1.74 iters/s
step 27683, batch loss 1.972, 1.74 iters/s
step 27684, batch loss 1.592, 1.74 iters/s
step 27685, batch loss 1.819, 1.74 iters/s
step 27686, batch loss 1.707, 1.74 iters/s
step 27687, batch loss 0.831, 1.74 iters/s
step 27688, batch loss 1.209, 1.74 iters/s
step 27689, batch loss 1.334, 1.74 iters/s
step 27690, batch loss 1.97, 1.74 iters/s
step 27691, batch loss 1.215, 1.75 iters/s
step 27692, batch loss 1.403, 1.74 iters/s
step 27693, batch loss 1.409, 1.74 iters/s
step 27694, batch loss 1.04, 1.74 iters/s
step 27695, batch loss 1.925, 1.74 iters/s
step 27696, batch loss 2.5, 1.74 iters/s
step 27697, batch loss 1.213, 1.74 iters/s
step 27698, batch loss 1.256, 1.74 iters/s
step 27699, batch loss 1.336, 1.74 iters/s
step 27700, batch loss 0.631, 1.75 iters/s
step 27701, batch loss 1.573, 1.74 iters/s
step 27702, batch loss 1.111, 1.74 iters/s
step 27703, batch loss 0.735, 1.74 iters/s
step 27704, batch loss 1.095, 1.74 iters/s
step 27705, batch loss 1.486, 1.74 iters/s
step 27706, batch loss 1.75, 1.74 iters/s
step 27707, batch loss 0.737, 1.74 iters/s
step 27708, batch loss 1.313, 1.74 iters/s
step 27709, batch loss 0.948, 1.74 iters/s
step 27710, batch loss 0.936, 1.74 iters/s
step 27711, batch loss 1.306, 1.74 iters/s
step 27712, batch loss 0.81, 1.74 iters/s
step 27713, batch loss 1.458, 1.74 iters/s
step 27714, batch loss 1.692, 1.74 iters/s
step 27715, batch loss 1.455, 1.74 iters/s
step 27716, batch loss 0.506, 1.74 iters/s
step 27717, batch loss 0.903, 1.74 iters/s
step 27718, batch loss 0.584, 1.74 iters/s
step 27719, batch loss 1.732, 1.74 iters/s
step 27720, batch loss 1.013, 1.74 iters/s
step 27721, batch loss 2.061, 1.74 iters/s
step 27722, batch loss 1.0, 1.74 iters/s
step 27723, batch loss 1.636, 1.74 iters/s
step 27724, batch loss 1.432, 1.74 iters/s
step 27725, batch loss 1.119, 1.74 iters/s
step 27726, batch loss 0.718, 1.74 iters/s
step 27727, batch loss 1.241, 1.74 iters/s
step 27728, batch loss 1.375, 1.74 iters/s
step 27729, batch loss 1.403, 1.74 iters/s
step 27730, batch loss 1.841, 1.74 iters/s
step 27731, batch loss 1.154, 1.74 iters/s
step 27732, batch loss 1.683, 1.74 iters/s
step 27733, batch loss 1.071, 1.74 iters/s
step 27734, batch loss 1.066, 1.74 iters/s
step 27735, batch loss 1.754, 1.74 iters/s
step 27736, batch loss 1.0, 1.74 iters/s
step 27737, batch loss 1.499, 1.74 iters/s
step 27738, batch loss 1.155, 1.74 iters/s
step 27739, batch loss 1.98, 1.74 iters/s
step 27740, batch loss 0.549, 1.74 iters/s
step 27741, batch loss 0.979, 1.74 iters/s
step 27742, batch loss 1.098, 1.74 iters/s
step 27743, batch loss 0.548, 1.74 iters/s
step 27744, batch loss 1.375, 1.74 iters/s
step 27745, batch loss 1.996, 1.74 iters/s
step 27746, batch loss 0.483, 1.74 iters/s
step 27747, batch loss 1.357, 1.74 iters/s
step 27748, batch loss 1.602, 1.74 iters/s
step 27749, batch loss 1.711, 1.74 iters/s
step 27750, batch loss 1.339, 1.74 iters/s
step 27751, batch loss 1.385, 1.74 iters/s
step 27752, batch loss 1.454, 1.74 iters/s
step 27753, batch loss 1.575, 1.74 iters/s
step 27754, batch loss 0.745, 1.74 iters/s
step 27755, batch loss 1.469, 1.74 iters/s
step 27756, batch loss 1.583, 1.74 iters/s
step 27757, batch loss 1.093, 1.75 iters/s
step 27758, batch loss 1.366, 1.74 iters/s
step 27759, batch loss 0.675, 1.74 iters/s
step 27760, batch loss 0.564, 1.74 iters/s
step 27761, batch loss 1.247, 1.74 iters/s
step 27762, batch loss 0.932, 1.74 iters/s
step 27763, batch loss 0.694, 1.74 iters/s
step 27764, batch loss 1.451, 1.74 iters/s
step 27765, batch loss 0.572, 1.74 iters/s
step 27766, batch loss 0.726, 1.74 iters/s
step 27767, batch loss 1.288, 1.74 iters/s
step 27768, batch loss 1.104, 1.74 iters/s
step 27769, batch loss 0.759, 1.74 iters/s
step 27770, batch loss 1.112, 1.74 iters/s
step 27771, batch loss 1.178, 1.75 iters/s
step 27772, batch loss 1.364, 1.74 iters/s
step 27773, batch loss 1.577, 1.74 iters/s
step 27774, batch loss 1.155, 1.74 iters/s
step 27775, batch loss 1.077, 1.74 iters/s
step 27776, batch loss 0.849, 1.74 iters/s
step 27777, batch loss 1.372, 1.74 iters/s
step 27778, batch loss 1.221, 1.74 iters/s
step 27779, batch loss 1.037, 1.74 iters/s
step 27780, batch loss 0.62, 1.74 iters/s
step 27781, batch loss 1.067, 1.74 iters/s
step 27782, batch loss 1.528, 1.74 iters/s
step 27783, batch loss 1.531, 1.74 iters/s
step 27784, batch loss 0.623, 1.74 iters/s
step 27785, batch loss 1.649, 1.74 iters/s
step 27786, batch loss 2.267, 1.74 iters/s
step 27787, batch loss 1.57, 1.74 iters/s
step 27788, batch loss 1.673, 1.74 iters/s
step 27789, batch loss 1.568, 1.74 iters/s
step 27790, batch loss 0.918, 1.74 iters/s
step 27791, batch loss 1.051, 1.74 iters/s
step 27792, batch loss 1.554, 1.74 iters/s
step 27793, batch loss 1.268, 1.74 iters/s
step 27794, batch loss 1.476, 1.74 iters/s
step 27795, batch loss 1.16, 1.74 iters/s
step 27796, batch loss 0.798, 1.74 iters/s
step 27797, batch loss 0.519, 1.74 iters/s
step 27798, batch loss 1.434, 1.74 iters/s
step 27799, batch loss 1.489, 1.74 iters/s
step 27800, batch loss 1.717, 1.74 iters/s
step 27801, batch loss 0.798, 1.74 iters/s
